☑️,ID товара,Артикул,Название,Категории,В наличии,Цена,Бренд,Основные характеристики,Дата добавления
false,434636330,Q3940-3,"Прицел Gaut Quartz 3-9x40, сетка 3 (Mil-Dot)","25314271, 28899796, 9069711, 26065424, 25696961, 28877276, 28899703, 25697645, 28877311, 26065405, 28756767, 28877336, 28877678, 28877730, 25702701, 28839744, 28853671, 28866220, 28759185, 28757079, 28760127, 28866256, 28854506, 25696752, 28897285, 28866315, 28881769, 29822164, 29823140, 29823306, 29768140, 29768100",Да,5300.0,,": Водонепроницаемый; : 25,4; : Прицел",Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434636331,Q41240-3,"Прицел Gaut Quartz 4-12x40, сетка 3 (Mil-Dot)","29823901, 25314271, 25696961, 9069711, 28877276, 26065424, 25697645, 28877311, 26065405, 28756767, 28877336, 28877678, 28877730, 25702701, 28839744, 28853671, 28866220, 28759185, 28757079, 28760127, 28866256, 28854506, 25696752, 28866315, 28881769, 29822164, 29823253, 29768100, 29768140",Да,5800.0,,": Водонепроницаемый; : 25,4; : Прицел",Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434636334,Q41250AO-2,"Прицел Gaut Quartz 4-12x50, AO, сетка 2 (Mil-Dot)","25314271, 25696961, 9069711, 28877276, 26065424, 25697645, 28877311, 26065405, 28756767, 28877336, 28877678, 28877730, 25702701, 28839744, 28853671, 28877712, 25702791, 28759185, 28757079, 28760127, 28866256, 28854506, 25696752, 28866315, 28881769, 29823169, 29823342, 29768140, 29768100",Да,9300.0,,": 25,4; : Водонепроницаемый; : Прицел",Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434636336,Q432AO-3,"Прицел Gaut Quartz 4x32, AO, сетка 3 (Mil-Dot)","29823932, 29823948, 25314271, 25696961, 9069711, 28877276, 26065424, 25697645, 28877311, 26065405, 28756767, 28877336, 28877647, 28877730, 25702701, 28839744, 28853671, 28866220, 28759185, 28757079, 28760127, 28866256, 28854506, 25696752, 28866315, 28881769, 28899831, 29823253, 29823169, 29823222, 29823306, 29823342, 29768140, 29768100",Да,4400.0,,": Водонепроницаемый; : 25,4; : Прицел",Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434636337,Q432-3,"Прицел Gaut Quartz 4x32, сетка 3 (Mil-Dot)","29823932, 25314271, 25696961, 9069711, 28877276, 26065424, 25697645, 28877311, 26065405, 28756767, 28877336, 28877634, 28877647, 28877730, 25702701, 28839744, 28853671, 28759185, 28757079, 28760127, 28866256, 28854506, 25696752, 28866315, 28881769, 29823238, 29823342, 29768100, 29768140",Да,4100.0,,": Водонепроницаемый; : 25,4; : Прицел",Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434638270,7275,Прицел Konuspro 3-9x40 (550-ballistic),"30829034, 28839744, 25702791, 29823932, 9069711, 26065424, 25696961, 28899703, 28877678, 28866315, 28854506, 25696752, 25314271, 28860947, 29766607, 29766683, 29822164, 29823306",Да,12500.0,,: Оптический прицел; : Италия; : Черный,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434652325,7276,Прицел Konuspro 3-9x40 (550-ballistic) подсветка точки,"30829034, 28839744, 25702791, 29823968, 25314271, 28860947, 29766607, 9069711, 26065424, 25696961, 28899703, 28877678, 28866315, 28854506, 25696752, 29766683, 28877712, 28860148, 29822164",Да,15540.0,,: Оптический прицел; : Италия; : Черный,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434668853,7294,Прицел Konuspro 3-9x50 (сетка 30-30),"30829034, 28839744, 25702791, 25314271, 28860947, 29766607, 29766683, 9069711, 26065424, 25696961, 28899703, 28877678, 28866315, 28854506, 25696752, 28877712, 28881769, 29823294",Да,18940.0,,: Нет; : Универсальный; : ТОЗ,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434902072,7277,Прицел Konuspro 4-16x50 AO (сетка 550-ballistic),"30829034, 28839744, 25702791, 29823962, 28860947, 29766607, 29786170, 25314271, 9069711, 26065424, 25696961, 28899703, 28877678, 28866315, 28854506, 25696752, 29786495, 29766683, 29823314, 29823294",Да,21990.0,,: Оптический прицел; : Италия; : Черный,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434905857,7262,Прицел Konuspro 4x32 (сетка 30-30),"30829034, 28839744, 25702791, 25314271, 28860947, 29766607, 28877647, 9069711, 26065424, 25696961, 28899703, 28866315, 28854506, 25696752, 29766683, 29823246, 29823294",Да,10110.0,,: Нет; : Оптический прицел; : Италия,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434907709,7259,Прицел Konuspro 6-24x44 (сетка Mil-Dot),"30829034, 28839744, 25702791, 29823962, 25314271, 28860947, 29786141, 29786444, 29766607, 9069711, 26065424, 25696961, 28899703, 28877678, 28866315, 28854506, 25696752, 29786564, 29766683, 29822255, 29823246",Да,20380.0,,: Нет; : Универсальный; : Снайперский,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434908499,7330,Оптический прицел Konuspro EL-30 4-16x44 (10 сменных прицельных сеток),"30829034, 28839744, 25314271, 29786148, 29766607, 29786170, 29786495, 9069711, 26065424, 28877678, 28877730, 29766683, 29822255, 29786650, 29823246",Да,51670.0,,: Снайперский; : EL-30; : Оптический прицел,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434911533,7180,Прицел Konuspro LZ-30 2.5-10x50 (сетка 30-30),"30829034, 28839744, 29766607, 9069711, 26065424, 25696961, 28899703, 28877678, 28866315, 28854506, 25696752, 25314271, 28899796, 29766683, 29822255, 25696802, 29823314",Да,34500.0,,: Универсальный; : Загонный; : ТОЗ,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434912245,7181,Прицел Konuspro LZ-30 3-12x56 (сетка 30-30),"30829034, 28839744, 29823962, 25314271, 29766607, 9069711, 26065424, 25696961, 28899703, 28877678, 28866315, 28854506, 25696752, 28899796, 29766683, 29822255",Да,37390.0,,: Универсальный; : ТОЗ; : Оптический прицел,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434914218,7182,Прицел Konuspro M-30 1-6х24 (сетка Center Dot),"25314271, 29766607, 9069711, 26065424, 25696961, 28899703, 28877678, 28866315, 29766683, 29822255, 25696802, 29823314",Да,41050.0,,: Универсальный; : Загонный; : Оптический прицел,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,434915857,7291,Прицел Konuspro T-30 3-12x44 (сетка 550-ballistic),"28877311, 28839744, 28853671, 25314271, 29766607, 9069711, 26065424, 25696961, 28899703, 28877678, 28866315, 29766683, 29822255, 29823246",Да,27600.0,,: Универсальный; : Оптический прицел; : Италия,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,437634712,180626,Прицел Leupold VX-3HD 1.5-5x20 CDS-ZL (сетка FireDot Twilight Hunter),"29769765, 28839744, 26065424, 28853671, 25696961, 28899703, 28877678, 28866315, 9069711, 29823948, 25314271, 29766874, 29822159, 25696802, 29823246, 29823260, 29823314",Нет,105490.0,,: Универсальный; : Загонный; : Оптический прицел,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,437637068,180617,Прицел Leupold VX-3HD 3.5-10x40 CDS-ZL (сетка Duplex),"29769765, 29823948, 25314271, 28839744, 9069711, 26065424, 28853671, 25696961, 28899703, 28877678, 28866315, 29766874, 29822198, 29822159, 29822209, 29823253, 29823260",Нет,77740.0,,: Нет; : Универсальный; : фиксированная,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,437638373,180628,Прицел Leupold VX-3HD 3.5-10x50 CDS-ZL (сетка FireDot Twilight Hunter),"29769765, 29823881, 29823948, 29823962, 25314271, 28839744, 9069711, 26065424, 28853671, 25696961, 28899703, 28877678, 28866315, 29766874, 29822159, 29823169, 29823260, 29823253, 29823265",Нет,104950.0,,: Универсальный; : фиксированная; : 0.25,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,437656033,180623,Прицел Leupold VX-3HD 4.5-14x40 CDS-ZL (сетка Wind-Plex),"29769765, 25314271, 29766874, 29822209, 28839744, 9069711, 26065424, 28853671, 25696961, 28899703, 28877678, 28866315, 29823169, 29823253",Нет,122050.0,,: Универсальный; : 0.25; : Гладкоствольные ружья,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,438000395,171717,Прицел Leupold VX-5HD 3-15x44 CDS-ZL2 (сетка Boone&Crockett),"29769765, 29823948, 29823962, 25314271, 29766874, 28839744, 9069711, 26065424, 28853671, 25696961, 28899703, 28877678, 28866315, 29823238, 29823253, 29823342",Да,201400.0,,: Универсальный; : Гладкоствольные ружья; : США,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,438010182,171716,Прицел Leupold VX-5HD 3-15x44 CDS-ZL2 (сетка Impact-29 MOA),"29769765, 29823881, 29823901, 29766874, 29822198, 29822164, 29822209, 29822255, 28839744, 9069711, 26065424, 28853671, 25696961, 28899703, 28877678, 28866315, 25314271, 29822884, 29823169, 29823238, 29823342",Нет,201400.0,,: Нет; : Универсальный; : Гладкоствольные ружья,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,438029283,175834,Прицел Leupold VX-5HD 3-15x56 CDS-ZL2 Metric (сетка FireDot 4 Fine),"29769765, 29823901, 29823932, 29766874, 29822164, 29822198, 29822255, 28839744, 9069711, 26065424, 28853671, 25696961, 28899703, 28877678, 28866315, 25314271, 29823253, 29823232, 29823169, 29823238, 29823246, 29823342",Да,206510.0,,: Универсальный; : Есть; : Гладкоствольные ружья,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,438035736,171390,Прицел Leupold VX-5HD 3-15x56 CDS-ZL2 (сетка FireDot Duplex),"29769765, 29823962, 25314271, 29766874, 29822164, 29822198, 29822209, 29822255, 26065424, 28853671, 25696961, 28899703, 28877678, 28866315, 28839744, 9069711, 29822884, 29823253, 29823260, 29823232, 29823246, 29823238, 29823342",Нет,201980.0,,: Нет; : Универсальный; : Есть,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,438195670,171552,Прицел Leupold VX-6HD 1-6x24 CDS-ZL2 (сетка FireDot Duplex),"29769765, 29823881, 29823932, 25314271, 29766874, 29822164, 29822255, 25696802, 28853671, 9069711, 26065424, 25696961, 28899703, 28877678, 28866315, 28839744, 29822884, 29823232, 29823260",Нет,227840.0,,": Универсальный; : Загонный; : -85/+85, -85/+85",Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,438994976,171563,Прицел Leupold VX-6HD 2-12x42 CDS-ZL2 (сетка FireDot Duplex),"29769765, 25314271, 29786160, 29786482, 29766874, 29822164, 29822209, 25696802, 28853671, 9069711, 26065424, 25696961, 28899703, 28877678, 28866315, 28839744, 29823246, 29823265, 29823314, 29823292",Нет,260320.0,,: Универсальный; : Загонный; : VX-6HD,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,439122866,171576,Прицел Leupold VX-6HD 3-18x50 CDS-ZL2 (сетка T-MOA),"29769765, 29823905, 29823932, 29823962, 25314271, 29766874, 29822255, 28853671, 9069711, 26065424, 25696961, 28899703, 28877678, 28866315, 28839744, 29822884, 29823246, 29823314, 29823265, 29823292",Да,325580.0,,: Универсальный; : VX-6HD; : Гладкоствольные ружья,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,439125590,NSNB842,Бинокль Nikko Stirling Metor HD 8x42,"9175197, 21289079, 30812027, 21370926, 30812085, 21738939, 21739313, 15374532, 21291860, 21328390, 9175207, 21291853, 9069711, 9071617, 30043413",Да,21660.0,,: Водонепроницаемый; : Азотом; : Туристический,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,439128676,GA1042G IPX6 (GAW1042G),Бинокль GAUT Atlas 10x42 Waterproof,"9175197, 21370907, 30811859, 21739023, 9071626, 26065675, 21328390, 9071617, 21291853, 9069711, 21695011, 21695020, 18790107, 9175207",Да,4800.0,,: Водонепроницаемый; : Туристический; : Оптический бинокль,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,439129867,GA1250G IPX6 (GAW1250G),Бинокль GAUT Atlas 12x50 Waterproof,"9175197, 21387710, 21370907, 21387682, 9071625, 26065675, 21328390, 9069711, 21291853, 21695011, 21695020, 18790107, 9071617, 9175207",Да,5650.0,,: Водонепроницаемый; : Туристический; : Оптический бинокль,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,439132273,2271,Бинокль Konus Mission-HD 10x42,"9175197, 18788238, 30811859, 30812085, 21739023, 21328390, 9071617, 9069711, 21291853, 18054199, 26065675, 18789607, 9175207",Да,16620.0,,: Водонепроницаемый; : Нет; : Туристический,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,439133813,2270,Бинокль Konus Mission-HD 8x42,"9175197, 18788238, 30811859, 30812085, 21738939, 21739313, 26065675, 21328390, 9071617, 9069711, 21291853, 18054199, 9175207, 18789607, 30043413",Да,15790.0,,: Нет; : Туристический; : Оптический бинокль,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,439136427,83603,Бинокль с дальномером Levenhuk Guard 3500,"18789337, 9071632, 9071609, 9175197, 21234150, 21234156, 18788231, 9071617, 30811859, 30812085, 21738939, 15374532, 30811699, 21304604, 26065675, 21328390, 27628436, 9071619, 9069711, 9175207, 9071587",Да,52990.0,,: Влагозащищенный; : Туристический; : Военный,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,439148547,30900,Прицел коллиматорный Veber Wolf Reflex 120 RD Solar,"29661655, 9069711, 28877311, 28756767, 28877336, 25702654, 25696425, 25696653, 28757093, 25696352, 25703330, 29663648, 29783020, 29783437, 29781057, 29770165, 25314271, 29781114, 29781424, 29783460, 29772422, 29772316, 29772467, 29781776, 29772747, 29823198, 29823280, 29823292, 29823294",Нет,10590.0,,: Нет; : Военный; : Коллиматорный прицел,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,439151487,30901,Увеличитель Veber Wolf MX3 для прицела,"28877311, 9069711, 28756767, 28877336, 25702654, 25696425, 28757093, 25696352, 25696653, 25703330, 29823887, 29783587, 29823198",Да,14190.0,,: 25; : 7000; : 4400,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,439210477,30333,Монокуляр Veber Defence 10х56WP с сеткой,"9069711, 9174878, 9174899, 9174900, 28858807, 9171544",Нет,8140.0,,: Водонепроницаемый; : Азотом; : –25...+50,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,439220267,83056,"Театральный бинокль-лорнет Levenhuk Broadway 325E, золотистый","18789337, 9071904, 9175197, 18788231, 21370904, 30812085, 26065675, 21304578, 9069711, 9191558, 9071624, 9071587",Да,5990.0,,: Нет; : Театральный; : Оптический бинокль,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,439231898,82613,Бинокль Levenhuk Nitro 10x50,"18789337, 27628605, 9175197, 21328451, 30812085, 15374532, 21291860, 26065675, 21234182, 21291853, 9069711, 21265201, 21328390, 21370904, 9071632, 9175207, 21738898, 21739109, 9071609, 9071617, 18789576, 9071587",Да,16990.0,,: Водонепроницаемый; : Азотом; : Нет,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,439240192,82614,Бинокль Levenhuk Nitro 12x50,"27628605, 9175197, 18788231, 30812085, 15374532, 9071625, 21291860, 26065675, 9071617, 21291853, 9071609, 9069711, 21265201, 21328390, 21370904, 9071632, 9175207, 21387682, 21387710, 9071587",Да,17990.0,,: Водонепроницаемый; : Азотом; : Нет,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,439241658,82615,Бинокль Levenhuk Nitro 16x50,"27628605, 9175197, 21328451, 30812085, 9071625, 9071609, 21291860, 26065675, 9071617, 9069711, 21291853, 21265201, 21328390, 21370904, 9071632, 9175207, 21448853, 21448868, 9071587",Да,18990.0,,: Водонепроницаемый; : Азотом; : Нет,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,439244599,82470,Бинокль ночного видения Levenhuk Atom Digital DNB300,"18789337, 18788231, 9071617, 26065675, 30249535, 9175207, 9071609, 21328490, 21337133, 21281897, 21337076, 21265201, 9071632, 26605331, 29247488, 9069711, 21337083, 21337140, 9071618, 21337102, 21329326, 9071587",Да,29990.0,,: –20...+60; : 1; : 8,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,439256089,30650,Бинокль Veber Classic БПЦс 15x60 VR с сеткой,"11994994, 9071632, 21407719, 21304610, 21448849, 9175197, 30810992, 21234220, 9069711, 21234150, 9071615, 21328457, 21214473, 30054502, 30054492, 18777232, 30812085, 9071625, 9071609, 26065675, 9071617, 18789509, 30054480, 30048572, 9175207",Нет,7750.0,,": Полное многослойное; : Bak-4; : 1/4""",Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
false,439352330,9541,Бинокль Vector Optics CONTINENTAL 8х42 ED GREEN (SCBO-14),"9175197, 21289079, 30805197, 21351296, 21265169, 30811859, 30812027, 21738939, 15374532, 9069711, 21291853, 9175207, 26065675, 21328390, 21234182, 21739313, 9071617, 30043415",Да,37790.0,,: Водонепроницаемый; : Туристический; : Оптический бинокль,Tue Oct 14 2025 17:36:24 GMT+0300 (Moscow Standard Time)
